,UDI,Product.ID,Type,Air.temperature..K.,Process.temperature..K.,Rotational.speed..rpm.,Torque..Nm.,Tool.wear..min.
7382,7382,L54561,L,299.7,310.3,1495,43.1,101
7387,7387,M22246,M,299.8,310.6,1574,31.8,113
7389,7389,M22248,M,299.8,310.6,1694,31.3,121
7401,7401,M22260,M,299.6,310.6,1633,34.2,151
7408,7408,H36821,H,299.8,310.9,1427,47.2,168
7412,7412,L54591,L,300.0,311.1,1425,47.8,179
7415,7415,L54594,L,300.1,311.1,1619,33.4,186
7438,7438,L54617,L,299.8,311.3,1727,30.0,24
7442,7442,M22301,M,299.9,311.4,1337,54.8,32
7444,7444,H36857,H,300.1,311.6,1589,37.9,37
7449,7449,L54628,L,300.3,311.8,1488,38.4,51
7458,7458,L54637,L,300.1,311.6,1530,36.6,74
7460,7460,L54639,L,300.0,311.5,1591,32.0,79
7474,7474,M22333,M,300.3,311.6,1304,62.8,118
7477,7477,L54656,L,300.2,311.5,1492,41.8,128
7480,7480,M22339,M,300.1,311.3,1523,34.1,135
7484,7484,L54663,L,300.2,311.6,1671,28.8,149
7486,7486,L54665,L,300.3,311.6,1595,38.8,154
7502,7502,L54681,L,300.2,311.7,1640,30.8,191
7503,7503,H36916,H,300.3,311.7,1655,29.9,193
7505,7505,L54684,L,300.4,311.8,1589,42.0,201
7506,7506,L54685,L,300.5,311.9,1546,39.4,203
7509,7509,M22368,M,300.5,311.9,1730,27.5,209
7519,7519,L54698,L,300.2,311.5,1500,40.8,17
7521,7521,L54700,L,300.2,311.6,1529,35.5,21
7525,7525,L54704,L,300.2,311.5,1639,31.1,31
7526,7526,H36939,H,300.1,311.5,1383,49.1,33
7528,7528,L54707,L,300.1,311.3,1470,45.2,40
7536,7536,L54715,L,300.0,311.2,1629,31.7,62
7543,7543,M22402,M,300.4,311.6,1401,49.9,79
7544,7544,L54723,L,300.3,311.5,1446,45.0,82
7555,7555,M22414,M,300.3,311.4,1371,50.2,109
7557,7557,L54736,L,300.3,311.4,1471,37.0,114
7561,7561,M22420,M,300.3,311.3,1377,53.8,125
7562,7562,L54741,L,300.3,311.1,1388,49.4,128
7566,7566,M22425,M,300.3,311.2,1783,25.6,139
7569,7569,L54748,L,300.2,311.0,1627,33.7,147
7572,7572,L54751,L,300.3,311.1,1606,30.9,156
7574,7574,L54753,L,300.3,311.1,1605,37.1,160
7584,7584,L54763,L,300.3,311.1,1480,46.6,185
7585,7585,L54764,L,300.4,311.2,1472,37.3,187
7592,7592,M22451,M,300.5,311.1,1296,61.3,202
7598,7598,L54777,L,300.5,311.0,2074,18.9,9
7600,7600,L54779,L,300.5,311.0,1759,28.3,13
7627,7627,H37040,H,300.5,311.6,1351,53.5,78
7628,7628,L54807,L,300.5,311.7,1445,44.8,83
7630,7630,M22489,M,300.5,311.7,1269,64.0,87
7637,7637,L54816,L,300.4,311.5,1704,29.7,103
7638,7638,H37051,H,300.4,311.4,1445,52.4,105
7644,7644,H37057,H,300.4,311.4,1427,50.7,122
7664,7664,L54843,L,300.5,311.6,1385,54.8,173
7670,7670,L54849,L,300.7,311.8,1336,58.4,189
7681,7681,L54860,L,300.7,311.7,1395,43.7,215
7686,7686,L54865,L,300.8,311.7,1397,43.5,227
7689,7689,L54868,L,300.6,311.7,1553,39.8,0
7693,7693,H37106,H,300.5,311.6,1506,36.2,10
7706,7706,L54885,L,300.5,311.5,1316,49.7,55
7711,7711,M22570,M,300.5,311.4,1390,51.9,68
7712,7712,L54891,L,300.4,311.4,1309,55.5,71
7713,7713,L54892,L,300.5,311.5,1499,37.6,73
7714,7714,M22573,M,300.5,311.4,2072,18.8,75
7726,7726,L54905,L,300.6,311.7,1744,26.9,111
7730,7730,H37143,H,300.7,311.9,1329,59.2,121
7736,7736,L54915,L,300.6,312.0,1406,55.1,136
7742,7742,L54921,L,300.5,312.0,1478,39.0,153
7750,7750,L54929,L,300.4,311.6,1674,33.0,172
7762,7762,H37175,H,300.4,311.6,1715,30.8,203
7767,7767,L54946,L,300.3,311.4,1318,52.7,13
7774,7774,L54953,L,300.3,311.4,1759,24.8,34
7777,7777,M22636,M,300.3,311.5,1445,47.3,40
7784,7784,L54963,L,300.3,311.5,1667,28.8,56
7787,7787,L54966,L,300.3,311.5,1466,46.2,62
7788,7788,L54967,L,300.3,311.5,1378,47.5,64
7790,7790,L54969,L,300.2,311.5,1495,38.5,69
7800,7800,L54979,L,300.0,311.4,1374,41.9,96
7801,7801,M22660,M,300.1,311.4,1524,40.6,98
7813,7813,L54992,L,300.0,311.5,1666,32.0,128
7814,7814,L54993,L,300.0,311.5,1455,41.7,130
7822,7822,L55001,L,299.9,311.3,1802,24.4,151
7825,7825,L55004,L,299.9,311.3,1535,38.1,160
7828,7828,M22687,M,299.8,311.1,1452,44.3,167
7832,7832,M22691,M,300.0,311.4,1533,42.6,180
7836,7836,L55015,L,300.1,311.5,1549,34.7,189
7840,7840,L55019,L,300.3,311.6,1374,47.4,197
7841,7841,L55020,L,300.2,311.6,1606,31.0,199
7843,7843,L55022,L,300.1,311.5,1659,31.1,203
7845,7845,L55024,L,300.1,311.7,1503,42.6,208
7852,7852,L55031,L,300.4,311.7,1373,47.2,3
7856,7856,M22715,M,300.3,311.8,1592,32.1,11
7857,7857,L55036,L,300.4,311.8,1433,42.2,14
7861,7861,L55040,L,300.5,312.0,1415,44.6,23
7873,7873,L55052,L,300.6,312.3,1532,37.2,54
7881,7881,H37294,H,300.7,312.4,1457,47.2,74
7884,7884,H37297,H,300.7,312.3,1446,45.4,86
7887,7887,M22746,M,300.6,312.2,2174,18.5,95
7896,7896,L55075,L,300.8,312.6,1422,50.0,117
7901,7901,L55080,L,300.8,312.4,1825,23.8,127
7904,7904,L55083,L,300.8,312.3,1435,44.8,134
7906,7906,M22765,M,300.8,312.4,1465,43.7,139
7907,7907,L55086,L,300.9,312.4,1372,51.0,142
7911,7911,M22770,M,300.8,312.2,1664,25.7,150
7914,7914,L55093,L,300.7,312.1,1395,41.9,157
7925,7925,H37338,H,300.7,311.9,1389,46.5,186
7932,7932,L55111,L,300.7,311.7,1499,38.4,205
7936,7936,M22795,M,300.8,311.9,1356,44.3,214
7957,7957,H37370,H,300.9,311.9,1513,38.0,38
7961,7961,H37374,H,301.1,312.2,1491,42.6,52
7962,7962,L55141,L,301.0,312.2,1264,59.0,57
7971,7971,M22830,M,300.9,312.1,1297,48.6,76
7982,7982,L55161,L,301.0,312.3,1445,36.4,105
7986,7986,L55165,L,301.0,312.2,1540,34.1,113
7988,7988,H37401,H,301.0,312.2,1489,40.3,117
7993,7993,M22852,M,301.1,312.3,1852,25.9,131
7995,7995,L55174,L,301.0,312.3,1424,43.5,136
7999,7999,L55178,L,300.9,312.1,1359,51.7,146
8000,8000,M22859,M,300.9,312.1,1617,31.0,148
8001,8001,M22860,M,300.8,312.0,1443,53.3,151
8004,8004,M22863,M,300.8,312.0,1274,67.3,159
8009,8009,L55188,L,300.8,311.9,1414,41.1,171
8010,8010,H37423,H,300.9,312.0,2129,17.8,173
8012,8012,L55191,L,300.8,311.8,1427,43.3,180
8016,8016,M22875,M,301.0,312.0,1558,37.5,190
8017,8017,M22876,M,300.9,312.0,1447,41.4,193
8019,8019,L55198,L,301.0,311.9,1889,23.5,198
8023,8023,L55202,L,300.9,312.0,1441,43.8,210
8024,8024,H37437,H,300.9,312.0,1397,42.7,212
8025,8025,L55204,L,300.9,312.0,1493,38.7,217
8026,8026,M22885,M,300.8,312.0,1422,50.7,219
8027,8027,L55206,L,300.7,311.9,1399,50.2,222
8029,8029,L55208,L,300.6,311.8,1501,44.8,226
8032,8032,L55211,L,300.7,312.0,1550,32.4,5
8035,8035,L55214,L,300.7,311.8,1564,36.8,11
8041,8041,L55220,L,300.8,311.9,1498,39.3,23
8047,8047,L55226,L,300.6,311.8,1471,41.4,39
8049,8049,L55228,L,300.6,311.9,1413,41.3,43
8051,8051,L55230,L,300.7,312.0,1401,51.1,50
8052,8052,L55231,L,300.6,311.8,1652,27.2,52
8054,8054,L55233,L,300.5,311.9,1887,21.7,56
8055,8055,L55234,L,300.4,311.8,1405,47.9,58
8059,8059,L55238,L,300.3,311.6,1515,44.9,69
8061,8061,H37474,H,300.2,311.5,1426,44.3,73
8066,8066,M22925,M,300.5,311.9,1670,26.3,89
8072,8072,L55251,L,300.5,312.0,1646,29.5,106
8076,8076,L55255,L,300.4,312.0,1366,43.0,117
8077,8077,L55256,L,300.3,311.8,1360,48.0,119
8083,8083,H37496,H,300.1,311.5,1422,46.2,134
8084,8084,L55263,L,300.1,311.4,1438,42.2,139
8087,8087,L55266,L,300.2,311.4,1463,37.5,145
8099,8099,L55278,L,300.2,311.6,1500,39.0,174
8105,8105,L55284,L,300.3,311.9,1692,31.5,187
8107,8107,M22966,M,300.4,312.0,1596,30.4,191
8113,8113,M22972,M,300.4,311.8,1442,45.1,0
8121,8121,L55300,L,300.2,311.6,1767,26.4,20
8127,8127,L55306,L,300.2,311.4,1433,37.9,36
8134,8134,L55313,L,299.8,311.1,1466,46.1,58
8141,8141,L55320,L,299.6,310.9,1658,28.0,76
8143,8143,M23002,M,299.7,311.0,1448,49.8,80
8147,8147,L55326,L,299.6,310.9,1533,31.8,91
8150,8150,M23009,M,299.6,310.8,1427,50.4,98
8151,8151,M23010,M,299.5,310.7,1424,41.3,101
8153,8153,L55332,L,299.5,310.7,1438,45.7,106
8154,8154,L55333,L,299.6,310.8,1507,42.4,108
8158,8158,L55337,L,299.6,310.8,1498,46.9,116
8159,8159,L55338,L,299.6,310.8,1400,40.8,118
8169,8169,L55348,L,299.7,311.1,1690,30.6,148
8171,8171,L55350,L,299.9,311.3,1522,45.7,153
8187,8187,L55366,L,299.7,311.0,1827,25.4,194
8199,8199,M23058,M,299.3,310.7,1374,48.9,222
8208,8208,L55387,L,299.2,310.7,1535,42.6,17
8211,8211,H37624,H,299.2,310.7,1636,29.4,23
8218,8218,L55397,L,299.1,310.6,1577,37.1,44
8219,8219,L55398,L,299.1,310.5,1485,37.8,46
8220,8220,L55399,L,299.0,310.4,1504,34.3,48
8221,8221,M23080,M,298.9,310.3,1551,35.2,50
8230,8230,L55409,L,299.1,310.5,1739,27.4,72
8234,8234,M23093,M,299.1,310.6,1449,43.2,80
8235,8235,L55414,L,299.2,310.6,1534,39.7,83
8237,8237,L55416,L,299.2,310.6,1498,41.1,88
8239,8239,L55418,L,299.1,310.4,1519,45.3,92
8240,8240,L55419,L,299.0,310.4,1339,49.6,94
8242,8242,M23101,M,298.9,310.2,2099,20.0,98
8247,8247,L55426,L,299.0,310.3,1552,39.9,114
8257,8257,H37670,H,299.0,310.5,1336,56.8,136
8259,8259,L55438,L,299.1,310.6,1602,39.7,144
8261,8261,H37674,H,299.1,310.6,1332,48.0,148
8268,8268,L55447,L,299.2,310.7,1540,36.3,175
8277,8277,L55456,L,298.8,310.5,1384,52.8,200
8278,8278,H37691,H,298.8,310.5,1294,55.8,202
8280,8280,L55459,L,298.8,310.6,1803,25.4,209
8282,8282,H37695,H,298.9,310.6,1519,38.8,213
8288,8288,L55467,L,298.9,310.6,1585,38.1,7
8297,8297,L55476,L,298.9,310.3,1436,39.0,32
8298,8298,M23157,M,298.8,310.2,1595,33.1,34
8299,8299,H37712,H,298.7,310.1,1435,45.6,37
8305,8305,M23164,M,298.7,310.1,1506,50.7,53
8306,8306,H37719,H,298.8,310.1,1380,44.0,56
8309,8309,L55488,L,298.7,310.1,1401,45.3,67
8314,8314,M23173,M,298.8,310.0,1484,44.9,80
8318,8318,L55497,L,298.7,309.7,1667,30.4,92
8322,8322,L55501,L,298.8,309.6,1442,50.0,104
8325,8325,M23184,M,298.7,309.5,1394,46.0,113
8335,8335,M23194,M,298.8,309.7,1459,47.3,141
8341,8341,M23200,M,298.8,309.7,1480,38.1,157
8343,8343,L55522,L,298.7,309.7,1510,40.6,162
8345,8345,L55524,L,298.8,309.7,1609,40.4,169
8347,8347,L55526,L,298.7,309.7,1601,35.7,176
8352,8352,M23211,M,298.7,309.6,1686,26.2,189
8353,8353,L55532,L,298.6,309.6,1491,36.9,192
8355,8355,L55534,L,298.6,309.6,1390,50.3,196
8362,8362,L55541,L,298.6,309.5,1450,44.3,7
8364,8364,L55543,L,298.8,309.7,1582,45.0,11
8367,8367,M23226,M,298.9,309.8,1836,22.8,18
8368,8368,L55547,L,298.9,309.8,1390,49.9,21
8372,8372,L55551,L,298.7,309.7,1881,21.7,29
8373,8373,M23232,M,298.8,309.7,1448,44.8,31
8377,8377,L55556,L,298.8,309.8,1334,49.3,42
8379,8379,M23238,M,298.8,309.9,1331,61.6,46
8383,8383,L55562,L,298.9,310.0,1719,27.3,58
8385,8385,L55564,L,298.8,309.7,1450,43.1,63
8391,8391,M23250,M,298.8,309.8,1288,61.9,79
8394,8394,L55573,L,298.5,309.5,1428,43.5,87
8397,8397,H37810,H,298.6,309.6,1593,33.3,95
8399,8399,L55578,L,298.5,309.7,2617,12.1,102
8401,8401,L55580,L,298.6,309.6,1533,40.7,106
8411,8411,L55590,L,298.5,309.5,1548,44.5,132
8413,8413,M23272,M,298.6,309.7,1314,49.7,136
8415,8415,L55594,L,298.6,309.8,1842,20.1,142
8417,8417,M23276,M,298.8,310.1,1585,31.3,147
8420,8420,L55599,L,299.0,310.3,1431,39.9,157
8425,8425,L55604,L,299.1,310.6,1380,44.7,170
8430,8430,L55609,L,299.0,310.3,1577,40.0,181
8436,8436,M23295,M,298.7,310.0,1519,38.1,198
8437,8437,L55616,L,298.7,309.9,1371,51.3,201
8449,8449,L55628,L,298.5,310.0,1492,41.2,19
8456,8456,L55635,L,298.6,309.9,1356,59.5,34
8465,8465,H37878,H,298.6,309.7,1672,27.5,54
8467,8467,L55646,L,298.7,309.8,1469,38.4,62
8468,8468,L55647,L,298.6,309.8,1704,28.3,64
8472,8472,L55651,L,298.6,309.8,1332,46.4,76
8473,8473,L55652,L,298.5,309.7,1634,37.8,78
8484,8484,L55663,L,298.3,309.4,1618,31.5,108
8489,8489,L55668,L,298.4,309.4,1385,43.2,119
8492,8492,L55671,L,298.5,309.5,1579,38.6,126
8501,8501,L55680,L,298.3,309.5,1711,30.3,148
8504,8504,L55683,L,298.5,309.8,1468,40.9,157
8526,8526,L55705,L,298.3,309.4,1378,52.3,12
8537,8537,M23396,M,298.6,309.5,1426,45.4,38
8538,8538,L55717,L,298.6,309.5,1730,30.2,41
8540,8540,L55719,L,298.5,309.4,1517,40.2,45
8541,8541,L55720,L,298.6,309.5,1687,29.3,47
8542,8542,L55721,L,298.5,309.5,1738,25.2,49
8546,8546,L55725,L,298.4,309.3,1806,27.6,64
8547,8547,L55726,L,298.4,309.3,1716,28.4,66
8551,8551,L55730,L,298.3,309.2,1456,45.5,75
8553,8553,L55732,L,298.2,309.1,1467,44.5,80
8554,8554,M23413,M,298.1,309.0,1661,38.2,82
8565,8565,M23424,M,298.0,308.7,1614,30.7,106
8577,8577,L55756,L,297.6,308.3,1523,39.5,137
8582,8582,M23441,M,297.5,308.0,1429,45.8,148
8600,8600,L55779,L,297.6,308.4,1460,40.3,195
8602,8602,H38015,H,297.4,308.2,1359,46.9,199
8605,8605,L55784,L,297.4,308.2,1297,52.1,211
8607,8607,M23466,M,297.5,308.4,1505,37.2,215
8608,8608,L55787,L,297.5,308.4,1433,50.0,218
8617,8617,L55796,L,297.6,308.6,1355,46.4,13
8618,8618,L55797,L,297.6,308.6,1529,45.3,15
8622,8622,M23481,M,297.6,308.5,1431,52.6,26
8626,8626,L55805,L,297.4,308.3,1632,33.5,39
8632,8632,H38045,H,297.3,308.3,1506,37.0,54
8633,8633,L55812,L,297.3,308.3,1590,35.5,59
8634,8634,L55813,L,297.4,308.3,1336,53.7,61
8636,8636,L55815,L,297.4,308.3,1704,27.3,65
8643,8643,M23502,M,297.5,308.4,1596,36.6,80
8649,8649,M23508,M,297.4,308.4,1478,46.2,95
8655,8655,M23514,M,297.4,308.4,1441,46.8,116
8660,8660,L55839,L,297.5,308.5,1375,55.6,128
8664,8664,L55843,L,297.5,308.6,1671,29.4,136
8666,8666,L55845,L,297.6,308.7,1365,50.6,143
8667,8667,L55846,L,297.5,308.7,1407,42.5,145
8671,8671,L55850,L,297.5,308.9,1581,30.4,155
8689,8689,L55868,L,297.1,308.5,1483,46.9,203
8694,8694,M23553,M,297.2,308.5,1584,40.0,4
8697,8697,L55876,L,297.2,308.6,1413,49.8,12
8712,8712,L55891,L,297.1,308.5,1733,28.7,50
8735,8735,L55914,L,297.2,308.6,1392,41.5,108
8738,8738,L55917,L,297.3,308.7,1556,36.7,114
8742,8742,L55921,L,297.4,308.8,1538,41.2,126
8760,8760,M23619,M,297.5,308.7,1352,53.0,171
8764,8764,L55943,L,297.5,308.8,1603,36.7,184
8777,8777,L55956,L,297.5,308.6,1352,52.6,12
8781,8781,M23640,M,297.5,308.6,1327,52.1,24
8784,8784,M23643,M,297.6,308.6,1254,45.8,31
8785,8785,L55964,L,297.5,308.6,1437,43.3,34
8786,8786,L55965,L,297.5,308.6,1694,27.1,36
8795,8795,M23654,M,297.4,308.5,1497,36.4,56
8803,8803,L55982,L,297.4,308.6,1524,43.1,73
8811,8811,M23670,M,297.3,308.5,1625,32.8,92
8813,8813,M23672,M,297.2,308.4,1378,41.9,97
8817,8817,M23676,M,297.2,308.5,1425,45.8,109
8824,8824,M23683,M,297.3,308.8,1447,57.4,134
8839,8839,L56018,L,297.5,309.0,1320,54.7,179
8842,8842,L56021,L,297.3,308.7,1506,39.3,187
8845,8845,H38258,H,297.4,308.9,1645,30.8,196
8850,8850,L56029,L,297.5,308.9,1596,30.7,5
8851,8851,L56030,L,297.6,309.0,1491,43.2,7
8853,8853,L56032,L,297.7,308.9,1575,39.9,12
8854,8854,L56033,L,297.7,308.9,1458,41.1,14
8858,8858,L56037,L,297.7,308.9,1742,26.3,24
8863,8863,M23722,M,298.0,309.2,1558,41.7,35
8873,8873,M23732,M,297.9,309.1,1614,38.1,62
8878,8878,M23737,M,298.1,309.2,1460,45.8,80
8893,8893,L56072,L,297.6,308.8,1475,43.0,119
8895,8895,M23754,M,297.5,308.7,1546,38.0,123
8900,8900,M23759,M,297.3,308.5,1710,27.7,138
8904,8904,M23763,M,297.4,308.7,1382,49.9,151
8906,8906,L56085,L,297.3,308.6,1385,55.2,156
8907,8907,L56086,L,297.3,308.7,1592,34.4,158
8911,8911,L56090,L,297.1,308.4,1550,37.0,167
8913,8913,L56092,L,297.2,308.5,1446,43.7,171
8921,8921,L56100,L,297.1,308.3,1496,45.8,190
8932,8932,L56111,L,297.4,308.4,1434,39.9,2
8940,8940,M23799,M,297.3,308.4,1434,44.8,21
8943,8943,L56122,L,297.3,308.3,2188,17.0,32
8952,8952,L56131,L,297.3,308.1,1763,28.4,54
8955,8955,L56134,L,297.3,308.0,1447,49.0,61
8956,8956,M23815,M,297.4,308.0,1355,55.1,63
8957,8957,L56136,L,297.4,308.1,1348,57.4,66
8958,8958,L56137,L,297.4,308.1,1348,53.7,68
8959,8959,M23818,M,297.4,308.1,1734,27.7,70
8960,8960,L56139,L,297.3,308.0,1420,46.5,73
8967,8967,L56146,L,297.1,307.8,1636,30.3,90
8980,8980,M23839,M,296.9,307.5,1332,51.1,121
8982,8982,L56161,L,297.0,307.7,1502,39.4,126
8988,8988,L56167,L,297.2,307.9,1580,35.8,140
8991,8991,L56170,L,297.2,307.9,1493,38.4,146
8994,8994,M23853,M,297.2,307.9,1632,37.5,156
8998,8998,M23857,M,297.1,307.9,1609,38.9,166
9003,9003,L56182,L,297.1,307.8,1477,36.6,177
9007,9007,L56186,L,297.3,307.9,1417,41.8,186
9017,9017,L56196,L,297.3,308.2,1396,52.7,212
9018,9018,M23877,M,297.3,308.1,1369,52.0,214
9021,9021,L56200,L,297.3,308.2,1553,33.5,2
9022,9022,M23881,M,297.4,308.2,1536,34.6,4
9023,9023,L56202,L,297.4,308.3,1548,46.6,7
9044,9044,L56223,L,297.4,308.4,1343,40.0,61
9056,9056,H38469,H,297.3,308.4,1864,23.1,90
9059,9059,M23918,M,297.2,308.3,1326,57.2,100
9060,9060,L56239,L,297.2,308.3,1805,25.6,103
9061,9061,H38474,H,297.2,308.3,1453,45.8,105
9063,9063,L56242,L,297.2,308.3,1576,35.3,113
9068,9068,L56247,L,297.1,308.2,1351,56.6,126
9074,9074,L56253,L,297.2,308.1,1689,31.2,145
9081,9081,L56260,L,297.2,308.0,1869,25.4,163
9086,9086,H38499,H,297.1,307.9,1365,54.0,174
9088,9088,L56267,L,297.1,307.8,1681,27.6,181
9094,9094,M23953,M,297.3,308.1,1709,30.6,196
9095,9095,M23954,M,297.3,308.1,1370,58.8,199
9103,9103,L56282,L,297.3,308.3,1494,38.2,14
9114,9114,L56293,L,297.6,308.6,1744,28.5,42
9116,9116,M23975,M,297.6,308.6,1444,48.2,46
9119,9119,L56298,L,297.6,308.6,1526,42.1,57
9141,9141,L56320,L,297.5,308.5,1373,39.9,110
9142,9142,L56321,L,297.5,308.5,1597,36.4,112
9151,9151,M24010,M,297.5,308.6,1347,57.0,132
9169,9169,H38582,H,297.6,308.8,1385,44.4,181
9177,9177,L56356,L,297.8,308.9,1518,40.4,2
9179,9179,L56358,L,297.8,309.0,1340,56.9,6
9180,9180,H38593,H,297.9,309.1,1435,44.7,8
9190,9190,L56369,L,297.9,309.1,1595,32.0,32
9195,9195,L56374,L,297.9,308.9,1393,40.6,45
9200,9200,L56379,L,297.9,308.8,1613,31.4,57
9202,9202,L56381,L,297.8,308.7,1404,44.2,62
9213,9213,L56392,L,298.0,308.9,1390,53.9,88
9219,9219,L56398,L,297.7,308.8,1354,50.2,103
9226,9226,L56405,L,298.0,309.1,1820,23.6,120
9237,9237,L56416,L,298.1,308.7,1556,31.6,145
9239,9239,M24098,M,298.2,308.8,1456,41.2,150
9241,9241,M24100,M,298.1,308.7,1362,49.6,158
9242,9242,L56421,L,298.1,308.7,1683,29.1,161
9245,9245,L56424,L,298.3,308.8,1767,27.3,168
9250,9250,L56429,L,298.3,309.0,1657,32.2,179
9251,9251,H38664,H,298.3,309.0,1823,25.9,181
9252,9252,M24111,M,298.2,309.1,1651,28.8,186
9257,9257,L56436,L,298.2,309.1,1569,35.2,199
9264,9264,L56443,L,298.3,309.1,1593,40.1,18
9280,9280,M24139,M,298.2,308.8,1645,28.2,58
9289,9289,L56468,L,298.2,308.9,1444,53.1,83
9293,9293,L56472,L,298.2,309.0,1643,34.1,91
9295,9295,L56474,L,298.1,309.0,1437,36.2,95
9296,9296,M24155,M,298.2,309.0,1413,47.9,97
9297,9297,H38710,H,298.2,309.0,1524,39.1,100
9304,9304,L56483,L,298.2,309.0,1491,38.3,121
9309,9309,L56488,L,298.4,309.1,1423,48.0,135
9311,9311,L56490,L,298.4,309.3,1549,40.8,139
9321,9321,L56500,L,298.4,309.3,1409,43.1,166
9325,9325,L56504,L,298.6,309.3,1537,37.6,175
9333,9333,M24192,M,298.5,309.0,1921,22.0,196
9339,9339,H38752,H,298.5,309.0,1531,30.8,212
9347,9347,M24206,M,298.2,308.8,1626,40.4,20
9353,9353,L56532,L,298.2,308.7,1780,27.9,35
9356,9356,L56535,L,298.3,308.9,1708,28.0,42
9360,9360,M24219,M,298.1,308.7,1581,47.4,51
9361,9361,L56540,L,298.0,308.6,1532,42.6,54
9371,9371,H38784,H,297.7,308.4,1418,51.9,77
9383,9383,L56562,L,297.5,308.2,1610,33.6,115
9386,9386,M24245,M,297.5,308.1,1907,23.5,125
9389,9389,M24248,M,297.5,307.9,1544,37.9,136
9398,9398,M24257,M,297.7,308.2,1370,53.4,162
9405,9405,L56584,L,297.7,308.2,2007,19.3,181
9408,9408,L56587,L,297.8,308.3,1435,50.1,189
9410,9410,L56589,L,298.0,308.5,1664,28.3,196
9411,9411,M24270,M,298.0,308.5,1666,31.0,198
9416,9416,M24275,M,298.2,308.7,1361,44.2,0
9425,9425,M24284,M,298.0,308.5,1585,33.0,24
9429,9429,H38842,H,298.2,308.8,1837,28.4,34
9430,9430,L56609,L,298.2,308.8,1498,36.0,39
9436,9436,L56615,L,298.0,308.7,1443,49.3,52
9438,9438,M24297,M,298.1,308.7,1527,43.0,56
9439,9439,M24298,M,298.1,308.7,1315,56.8,59
9447,9447,H38860,H,298.1,308.9,1388,53.5,83
9450,9450,M24309,M,298.1,308.8,1434,41.8,93
9455,9455,L56634,L,298.4,309.2,1583,35.4,112
9457,9457,L56636,L,298.5,309.3,1630,33.3,116
9458,9458,M24317,M,298.5,309.3,1692,26.7,118
9463,9463,L56642,L,298.5,309.3,1570,40.1,131
9464,9464,M24323,M,298.5,309.3,1552,36.8,133
9467,9467,L56646,L,298.6,309.4,1471,48.0,141
9468,9468,L56647,L,298.6,309.3,1702,27.6,143
9469,9469,L56648,L,298.6,309.4,1375,55.4,145
9471,9471,H38884,H,298.6,309.4,1439,47.1,149
9475,9475,M24334,M,298.7,309.6,1455,46.8,162
9477,9477,M24336,M,298.8,309.6,1692,31.9,167
9480,9480,H38893,H,298.9,309.6,1600,33.5,175
9484,9484,H38897,H,298.9,309.6,1546,35.3,190
9485,9485,L56664,L,298.9,309.6,1663,33.7,195
9496,9496,H38909,H,299.3,310.0,1373,44.8,221
9497,9497,M24356,M,299.2,310.0,1349,50.4,226
9503,9503,L56682,L,299.3,310.2,1495,49.2,16
9504,9504,M24363,M,299.2,310.3,1551,44.8,18
9508,9508,L56687,L,299.3,310.5,1505,38.8,30
9510,9510,M24369,M,299.2,310.4,1502,39.8,34
9514,9514,M24373,M,299.0,310.2,1598,33.4,44
9515,9515,L56694,L,299.0,310.1,1416,45.9,47
9526,9526,L56705,L,299.1,310.3,1411,42.1,74
9527,9527,M24386,M,299.2,310.4,1395,55.4,76
9528,9528,L56707,L,299.1,310.4,1550,43.9,79
9529,9529,M24388,M,299.1,310.3,1233,59.0,81
9530,9530,L56709,L,299.1,310.3,1459,46.7,84
9535,9535,L56714,L,299.3,310.6,1443,45.7,97
9537,9537,L56716,L,299.3,310.5,1818,26.0,102
9538,9538,M24397,M,299.3,310.6,1457,42.1,104
9541,9541,M24400,M,299.4,310.8,1628,40.2,111
9548,9548,L56727,L,299.6,311.1,1679,30.7,129
9553,9553,M24412,M,299.3,310.8,1523,40.9,141
9559,9559,M24418,M,299.5,310.9,1577,34.6,159
9566,9566,M24425,M,299.8,311.1,1498,38.1,176
9568,9568,L56747,L,299.8,311.1,1412,42.5,181
9570,9570,M24429,M,299.8,311.0,1948,20.0,185
9572,9572,L56751,L,299.7,310.8,1589,36.0,190
9579,9579,L56758,L,299.4,310.7,1551,41.2,3
9581,9581,M24440,M,299.5,310.7,1423,56.5,7
9582,9582,L56761,L,299.4,310.6,1418,53.1,10
9585,9585,L56764,L,299.3,310.5,1529,41.3,17
9592,9592,L56771,L,299.2,310.4,1570,37.3,37
9593,9593,L56772,L,299.2,310.4,1379,46.8,39
9594,9594,L56773,L,299.1,310.2,1352,52.8,41
9599,9599,L56778,L,299.0,310.2,1490,41.1,54
9602,9602,L56781,L,298.9,310.1,2109,18.0,61
9604,9604,M24463,M,298.9,310.1,1549,40.2,65
9611,9611,L56790,L,299.0,310.1,1505,41.3,85
9615,9615,M24474,M,299.1,310.3,1441,43.9,94
9627,9627,M24486,M,299.0,310.0,1341,58.9,126
9634,9634,H39047,H,299.1,310.1,1421,41.2,149
9657,9657,L56836,L,299.0,310.1,1623,33.0,210
9661,9661,M24520,M,298.9,309.8,1392,43.1,218
9667,9667,M24526,M,299.1,310.3,1838,24.0,235
9668,9668,L56847,L,299.2,310.3,1352,48.9,238
9672,9672,L56851,L,299.0,310.2,1412,44.1,246
9675,9675,L56854,L,299.1,310.2,1695,29.6,8
9683,9683,L56862,L,299.1,310.0,1394,46.6,27
